CompanyId,ProjectName,ContractNo,Name,Status,Link,Country
15673,"P095873 - TP-Education Sector Support",RDTL/ME/EB/032011,"DRC International b.v.",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00013153,Timor-Leste
15674,"P095873 - TP-Education Sector Support",RDTL/ME/EB/032011,"Joint Venture Denils Carpintaria and Green Mota Ain",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00013153,Timor-Leste
15675,"P095873 - TP-Education Sector Support",RDTL/ME/EB/032011,"Delima Carpentaria Unipessoal Lda",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00013153,Timor-Leste
15676,"P095873 - TP-Education Sector Support",RDTL/LM/EB/072011,"Shanghai Electric Import & Export Co. Ltd.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00015144,Timor-Leste
15677,"P095873 - TP-Education Sector Support",RDTL/LM/EB/072011,"Sumaflo Lda",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00015144,Timor-Leste
15678,"P095873 - TP-Education Sector Support",RDTL/LM/EB/072011,"Shanghai Electric Import & Export Co. Ltd.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00015146,Timor-Leste
15679,"P095873 - TP-Education Sector Support",RDTL/LM/EB/072011,"Peta Dewa Krishna Seni",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00015146,Timor-Leste
15680,"P095873 - TP-Education Sector Support",RDTL/LM/EB/072011,"Shanghai Electric Import & Export Co. Ltd.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00015143,Timor-Leste
15681,"P095873 - TP-Education Sector Support",RDTL/LM/EB/072011,"Sumaflo Lda",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00015143,Timor-Leste
15682,"P095873 - TP-Education Sector Support",RDTL/LM/EB/072011,"PT Dewa Krishna Seni",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00015145,Timor-Leste
15683,"P095873 - TP-Education Sector Support",RDTL/LM/EB/072011,"Shanghai Electric Import & Export Co. Ltd.",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00015145,Timor-Leste
15684,"P095873 - TP-Education Sector Support",RDTL/LM/EB/072011,"Sumaflo Lda",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00015145,Timor-Leste
15685,"P109126 - RURAL ENTERPRISE SUPPORT PROJECT II",RESP2/ICB/10/17,"PENDA INTERNATIONAL TRADING LTD",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00014428,Uzbekistan
15686,"P109126 - RURAL ENTERPRISE SUPPORT PROJECT II",RESP2/ICB/10/17,ELXOLDING,evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014428,Uzbekistan
15687,"P101324 - BR-Second Minas Gerais Dev't PArtnership","CEE 01/2009","Agland Investment Services, Inc.; Developing Markets Group;PEBCommodities, Inc.; Plena Consultoria e Projetos Ltda.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00003552,Brazil
15688,"P101324 - BR-Second Minas Gerais Dev't PArtnership","CEE 01/2009","Lufthansa Consulting GmbH",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00003552,Brazil
15689,"P101324 - BR-Second Minas Gerais Dev't PArtnership","CEE 01/2009","Agriment International BV",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00003552,Brazil
15690,"P101324 - BR-Second Minas Gerais Dev't PArtnership","CEE 01/2009","JFR Log&amp;#237;stica Empresarial",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00003552,Brazil
15691,"P101324 - BR-Second Minas Gerais Dev't PArtnership",,"FUNDECC # Funda&amp;#231;&amp;#227;o de Desenvolvimento Tecnol&amp;#243;gico eCultural",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00006111,Brazil
15692,"P101392 - EMERG ENERGY ASSIST","KG EEAP AF 003","""Ural'skayametallopromyshlennaya kompaniya"" Ltd",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00008374,"Kyrgyz Republic"
15693,"P101392 - EMERG ENERGY ASSIST","KG EEAP AF 003","""Baltrezinotehnika""Ltd",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00008374,"Kyrgyz Republic"
15694,"P101392 - EMERG ENERGY ASSIST","KG EEAP AF 003","CJSC""Kurskrezinotehnika""",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00008374,"Kyrgyz Republic"
15695,"P101392 - EMERG ENERGY ASSIST","ICB KG EEAP AF 008","SUPPLY QUIPLIMITED",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00008377,"Kyrgyz Republic"
15696,"P101392 - EMERG ENERGY ASSIST","ICB KG EEAP AF 008","""Center Of ComplexProvision"" Ltd",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00008377,"Kyrgyz Republic"
15697,"P101392 - EMERG ENERGY ASSIST","ICB KG EEAP AF 008","""Brokus Company""Ltd",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00008377,"Kyrgyz Republic"
15698,"P101392 - EMERG ENERGY ASSIST","ICB KG EEAP AF 012A","""TD #KambarskiyMashinostroitel#nyi zavod# Ltd",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00008378,"Kyrgyz Republic"
15699,"P101392 - EMERG ENERGY ASSIST",,"""Fingoservice"" Ltd",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00008379,"Kyrgyz Republic"
15700,"P101392 - EMERG ENERGY ASSIST","ICB KG EEAP AF 005","#Primevara# Ltd",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00008375,"Kyrgyz Republic"
15701,"P101392 - EMERG ENERGY ASSIST","ICB KG EEAP AF 005","Branch #1 #Dileson#Ltd",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00008375,"Kyrgyz Republic"
15702,"P101392 - EMERG ENERGY ASSIST",,"CJSC ""W. Jacobs Audit""",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00009507,"Kyrgyz Republic"
15703,"P075060 - IN",RITES/MSM/EPW/RCH/09/2010/378,"M/s Vital Healthcare Pvt. Ltd.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012115,India
15704,"P075060 - IN",RITES/MSM/EPW/RCH/06/2010/385,"Vardhman Exports",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012109,India
15705,"P075060 - IN",RITES/MSM/EPW/RCH/09/2010/379,"M/s Neon Laboraties Ltd.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012114,India
15706,"P075060 - IN",RITES/MSM/EPW/RCH/10/2010/381,"Neon Laboratories Ltd.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012119,India
15707,"P075060 - IN",RITES/MSM/EPW/RCH/07/2010/394,"M/s Parenteral Drugs (India) Ltd.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012123,India
15708,"P075060 - IN",RITES/MSM/EPW/RCH/06/2010/386,"M/s Parenteral Drugs (India) Ltd",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012111,India
15709,"P075060 - IN",RITES/MSM/EPW/RCH/03/2010/374,"M/s Maan Pharmaceuticals Ltd.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012104,India
15710,"P075060 - IN",RITES/MSM/EPW/TL/RFP/02/402,"Shriram Institute for Industrial Research",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012031,India
15711,"P075060 - IN",RITES/MSM/EPW/RCH/10/2010/380,"M/s Parenteral Drugs (India) Ltd",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012118,India
15712,"P075060 - IN",RITES/MSM/EPW/RCH/07/2010/395,"M/s Manchanda Medicos",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012122,India
15713,"P075060 - IN",RITES/MSM/EPW/IA/RFP/01/405,"Iteng Engineering",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012033,India
15714,"P075060 - IN",RITES/MSM/EPW/RCH/01/2010/389,"M/s Hindustan Laboratories",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012098,India
15715,"P075060 - IN",RITES/MSM/EPW/RCH/10/2010/383,"M/s Unijules Life Sciences Ltd",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012116,India
15716,"P075060 - IN",RITES/MSM/EPW/TL/RFP/02/403,"SGS India Pvt. Ltd.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012032,India
15717,"P075060 - IN",RITES/MSM/EPW/IA/RFP/01/404,"SGS India Pvt. Ltd.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012030,India
15718,"P075060 - IN",RITES/MSM/EPW/RCH/01/2010/388,"M/s Abbott Healthcare Pvt. Ltd.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012097,India
15719,"P075060 - IN",RITES/MSM/EPW/RCH/03/2010/375,"M/s Manchanda Medicos",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012106,India
15720,"P075060 - IN",RITES/MSM/EPW/RCH/07/2010/396,"M/s Iscon Surgicals",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012121,India
15721,"P075060 - IN",RITES/MSM/EPW/RCH/01/2010/387,"M/s AGAM Pharmaceuticals",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012101,India
15722,"P075060 - IN",RITES/MSM/EPW/RCH/06/2010/384,"M/s Maan Pharmaceuticals",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012112,India
15723,"P075060 - IN",RITES/MSM/EPW/RCH/03/2010/376,"M/s Parenteral Drugs (India) Ltd",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012108,India
15724,"P075060 - IN",RITES/MSM/EPW/RCH/03/2010/377,"M/s Vital Healthcare Private Limited.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012103,India
15725,"P075060 - IN",RITES/MSM/EPW/RCH/10/2010/382,"M/s Vital Healthcare Pvt. Ltd.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012117,India
15726,"P075060 - IN",RITES/MSM/EPW/RCH/07/2010/418,"M/s BIO MED Health care Products Pvt. Ltd.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012124,India
15727,"P097974 - BI-Multisectoral Water &amp; Electricity Inf",050/II.A.2/AOI/G2Informatique/2012/LOT1.,G2CInformatique,awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00016748,Burundi
15728,"P097974 - BI-Multisectoral Water &amp; Electricity Inf",050/II.A.2/AOI/G2Informatique/2012/LOT1.,"ESRI RWANDA",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00016748,Burundi
15729,"P111205 - Nature Protection Investment Project",MOC/PPA/QBS/09/01,"Institute for International Relations",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00002762,Croatia
15730,"P111205 - Nature Protection Investment Project",MOC/PPA/QBS/09/01,"Joint Venture consisting of Elektroprojekt d.d., Croatia (leadpartner), Regional Environmental Center (REC) , Croatia and Ameco (NL)",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00002762,Croatia
15731,"P070197 - VN-URBAN UPGRADING",CP19-2,"Joint venture of Nghe Anirrigation No. 1 and Construction Joint stock Company- Viet Lao economic cooperationandInvestment Joint stock",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00011156,Vietnam
15732,"P070197 - VN-URBAN UPGRADING",XL1-TP4,"JV of Phu Vinh Construction Company Ltd - Hang An Group JS Company",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00011918,Vietnam
15733,"P070197 - VN-URBAN UPGRADING",XL2-TP4,"Jv of Phu Vinh Construction Company Ltd - Hang An Group JS Company",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00011919,Vietnam
15734,"P070197 - VN-URBAN UPGRADING",XL3-TP4,"VIC JV Company for Construction",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00011920,Vietnam
15735,"P070197 - VN-URBAN UPGRADING",10/HD-NCDT,"CDM International Inc. (USA)",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012059,Vietnam
15736,"P070197 - VN-URBAN UPGRADING","HH1-TP9 (Component 4)","FPT Information System Corporation",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012174,Vietnam
15737,"P070197 - VN-URBAN UPGRADING","CP20-2: UPGRADING PRIMARY AND SECONDARY","Song Hong Joint Stock Corporation",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00012620,Vietnam
15740,"P070197 - VN-URBAN UPGRADING",XL7.TP4,"No. 9 Construction Ltd Company (Vietnam)",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00014981,Vietnam
15744,"P070197 - VN-URBAN UPGRADING",XL11.TP4,"Construction Corporation No 1 Company Limited (CC1 Ltd)",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00014983,Vietnam
15738,"P070197 - VN-URBAN UPGRADING","Package XL8.TP4 (Open canal Package)","Joint Venture of Tuan Loc Construction Investment Corporation - Hang An Group Joint Stock Company",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00014662,Vietnam
15739,"P070197 - VN-URBAN UPGRADING","XL9.TP4 (Open canal Package)","Joint Venture of Tuan Loc Construction Investment Corporation and Hang An Group Joint Stock Company",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00014664,Vietnam
15741,"P070197 - VN-URBAN UPGRADING",XL5.TP4,"Joint Venture of Truong Son Investment Construction Joint Stock Company and Tay Bac Joint Stock Corporation (Vietnam)",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00014979,Vietnam
15742,"P070197 - VN-URBAN UPGRADING",XL6.TP4,"JV of Luong Tai Investment Construction JS Company - Construction JS Company 47 (Vietnam)",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00014980,Vietnam
15743,"P070197 - VN-URBAN UPGRADING",XL10.TP4,"Joint Venture of Technology Development of Construction Joint Stock Company (TDC) and Hung Vuong Construction Co.Ltd",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00014982,Vietnam
15745,"P070197 - VN-URBAN UPGRADING",,"Individual Consultant",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00016666,Vietnam
15746,"P070197 - VN-URBAN UPGRADING",,"Community Development and Micro-finance Institute",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00016663,Vietnam
15747,"P070197 - VN-URBAN UPGRADING",,"Community Development and Micro-finance Institute",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00016664,Vietnam
15748,"P070197 - VN-URBAN UPGRADING",XL4.TP4,"JV OF VINAWACO-AXT JSC - DREDCO",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00024839,Vietnam
15749,"P115208 - GW Nat Health Devt Plan Supp Phase II",2/PNDS/IDA-BM/2011,"FHC FarmaceuticaLda",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00007075,Guinea-Bissau
15750,"P115208 - GW Nat Health Devt Plan Supp Phase II",2/PNDS/IDA-BM/2011,CHMP,evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00007075,Guinea-Bissau
15751,"P115208 - GW Nat Health Devt Plan Supp Phase II",2/PNDS/IDA-BM/2011,"MPS Farmaceutica",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00007075,Guinea-Bissau
15752,"P115208 - GW Nat Health Devt Plan Supp Phase II",2/PNDS/IDA-BM/2011,MERCAFAR,rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007075,Guinea-Bissau
15753,"P115208 - GW Nat Health Devt Plan Supp Phase II",2/PNDS/IDA-BM/2011,CHMP,rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007075,Guinea-Bissau
15754,"P115208 - GW Nat Health Devt Plan Supp Phase II",2/PNDS/IDA-BM/2011,"MPS Farmaceutica",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00007075,Guinea-Bissau
15755,"P086807 - COASTAL ZONE MGMT (APL #1)","CW/ICB/ B.1.d.1/2 Lot 1","JV ""Mesogeos""SA + Cobial Shpk Greece + Albania",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00022000,Albania
15756,"P086807 - COASTAL ZONE MGMT (APL #1)","CW/ICB/ B.1.d.1/2 Lot 1","Arifaj"" Sh.p.k +C.L.A.F.R Soc. Coop+ ""Imperfoglia"" Srl",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00022000,Albania
15757,"P086807 - COASTAL ZONE MGMT (APL #1)","CW/ICB/ B.1.d.1/2 Lot 1","JV ""Ergasis Techniki"" S.A+ ""Pyramis ""S.A",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00022000,Albania
15758,"P086807 - COASTAL ZONE MGMT (APL #1)","CW/ICB/ B.1.d.1/2 Lot 1","Sterkaj""Shpk + ""Ank"" Shpk",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00022000,Albania
15759,"P086807 - COASTAL ZONE MGMT (APL #1)","CW/ICB/ B.1.d.1/2","Agbes Construksion Shpk",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00021999,Albania
15760,"P086807 - COASTAL ZONE MGMT (APL #1)","CW/ICB/ B.1.d.1/2","Arifaj Sh.p.k +C.L.A.F.R Soc. Coop+ Imperfoglia Srl",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00021999,Albania
15761,"P086807 - COASTAL ZONE MGMT (APL #1)","CW/ICB/ B.1.d.1/2","Trema Engineering Shpk and Strabag AG",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00021999,Albania
15762,"P086807 - COASTAL ZONE MGMT (APL #1)","CW/ICB/ B.1.d.1/2","Getoar Kosovo + Vellezerit Balili Shpk Albania",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00021999,Albania
15763,"P086807 - COASTAL ZONE MGMT (APL #1)","CW/ICB/ B.3.b.01.02","Alb-Building"" Shpk Albania & ""Copri Construction Enterprise WLL Kuwait",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00022076,Albania
15764,"P086807 - COASTAL ZONE MGMT (APL #1)","CW/ICB/ B.3.b.01.02","Orion"" SA& ""DOXA SA",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00022076,Albania
15765,"P086807 - COASTAL ZONE MGMT (APL #1)","CW/ICB/ B.3.b.01.02","Giovani Putignano & Figli"" srl& ""Artifoni"" Spa",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00022076,Albania
15766,"P086807 - COASTAL ZONE MGMT (APL #1)","CW/ICB/ B.3.b.01.02","JV ""Riviera"" Shpk Albania &""Maceratesi"" Srl Italy",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00022076,Albania
15767,"P086807 - COASTAL ZONE MGMT (APL #1)","CW/ICB/ B.3.b.01.02","INOS 1 Ltd Engineering Company"" Bulgaria",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00022076,Albania
15768,"P100546 - JO - Social Protection Enhancement",C1200-PG-02E,"GENERAL COMPUTERS AND ELECTRONICS AOMPANY",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00025312,Jordan
15769,"P096023 - Orissa State Roads","1 of 2011- 12 of CE, WBP, Orissa","LEA Associates South Asia Pvt. Ltd. India in JV with LEAInternational Ltd. Canada and in association with Geo InfospacePvt. India",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00008179,India
15770,"P096023 - Orissa State Roads","1 of 2011- 12 of CE, WBP, Orissa","Ramboll Denmark A/S Denmark in association with MMM Group Ltd Canadaand L&T-Ramboll India as Sub-Consultants",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00008179,India
15771,"P096023 - IN","Contract Agreement No. 4 of 2011 - 12","MSV International Inc. USA in Joint venture with UPHAM INTERNATIONALCORPORATION",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00014041,India
15772,"P096023 - IN","Contract Agreement No. 4 of 2011 - 12","Louis Berger Group Inc. USA in association with Louis BergerConsulting Pvt.Ltd. as Sub-Consultants",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014041,India
15773,"P096023 - IN","Contract Agreement No. 4 of 2011 - 12","Scott Wilson Ltd. (now renamed as URS Scott Wilson Ltd.) UK in JointVenturewith Scott Wilson India Pvt. Ltd. in association with ARKITECHN",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014041,India
15774,"P096023 - IN","Contract Agreement No. 4 of 2011 - 12","DHV BVthe Netherlandsin Joint Venture with DHV India Pvt. Ltd.",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00014041,India
15775,"P096023 - IN","Contract Agreement No 2 of 2011 - 12","Marketing and Development Research Associates",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00014067,India
15776,"P096023 - IN","Contract Agreement No 2 of 2011 - 12","GFK-Mode Pvt Ltd",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014067,India
15778,"P096023 - IN","Contract Agreement No 2 of 2011 - 12","ORG India Pvt. Ltd",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00014067,India
15780,"P096023 - IN","Contract Agreement No 2 of 2011 - 12","Samaj Vikash Development Support Organisation",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00014067,India
15777,"P096023 - IN","Contract Agreement No 2 of 2011 - 12","Sutra Consulting Pvt. Ltd in association with Systra MVA Consulting(India) Pvt. Ltd and Sigma Research Consulting Pvt. Ltd.",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00014067,India
15779,"P096023 - IN","Contract Agreement No 2 of 2011 - 12","ORG Centre for Social Research ( A division of AC Neilsen ORG-MARGPvt. Ltd)",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00014067,India
15781,"P096023 - IN","Contract Agreement No. 3 of 2011-12","Cybertech Software & Multimedia Pvt . Ltd (CSM) India",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00014097,India
15782,"P096023 - IN","Contract Agreement No. 3 of 2011-12","Pricewater House Coopers Pvt. Ltd India",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014097,India
15783,"P096023 - IN","Contract Agreement No. 3 of 2011-12","Wipro Limited",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014097,India
15784,"P096023 - IN","Contract Agreement No. 3 of 2011-12",KPMG,evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014097,India
15785,"P096023 - IN","Contract Agreement No. 3 of 2011-12","Ernst & Young Pvt. Ltd",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014097,India
15786,"P096023 - IN","Contact Agreement No. 5 of 2011-12","Intercontinental Consultants andTechnocrats Pvt. Ltd(ICT)in JVwith GT-APL in association with Arkitechno Consultant India Pvt. Ltd.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00014141,India
15787,"P096023 - IN","Contact Agreement No. 5 of 2011-12","Vic Roads in association with Tata Consultancy Servicesas Sub-Consultant",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014141,India
15788,"P096023 - IN","Contact Agreement No. 5 of 2011-12","Pricewaterhouse in association with MVA Asia Ltdand CLARUS LawAssociates",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014141,India
15789,"P096023 - IN","Contact Agreement No. 5 of 2011-12","LEA International Ltd. Canada in Joint Venture withLEA AssociatesSouth Asia Pvt. Ltd. India(LASA)",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00014141,India
15790,"P096023 - IN",PMU-WB-35/2012/AMS-COTS,"Bentley Systems India Private Limited",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00022477,India
15791,"P096023 - IN",PMU-WB-35/2012/AMS-COTS,"SATRA Infrastructure Management Services Pvt. Ltd.",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00022477,India
15792,"P096023 - IN",,"NIIT GIS Limited ( ESRI India)",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00022478,India
15793,"P096023 - IN","PMU/WB/21/2013 -9728","M/s Valecha Engineering Limited",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00023873,India
15794,"P096023 - IN","CW-ICB-P04B - 10121","M/s DPJ-NKC (JV)",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00023872,India
15795,"P096023 - IN","OSRP- Bal-P02","M/s Corsan Corviam Construccion S.A.",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00023874,India
15796,"P096023 - IN","PMU-WB-13/2013-13989 Dt.03.04.2013","M/s BARBRIK Project Limited",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00023924,India
15843,"P099059 - IQ - Dokan &amp; Derbandikhan Emerg Hydropwr",C05/11,,awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00019210,Iraq
15844,"P099059 - IQ - Dokan &amp; Derbandikhan Emerg Hydropwr",C05/11,,evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00019210,Iraq
15845,"P099059 - IQ - Dokan &amp; Derbandikhan Emerg Hydropwr",C05/11,,rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00019210,Iraq
15846,"P084461 - GZ-ELECTRIC UTILITY MANAGEMENT",G-1,"Al Takamul Engineering Company (Suppl ID: 172883]",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00002278,"West Bank and Gaza"
15797,"P079736 - 3A-CEMAC Transp Transit Facil (FY07)","DAO N 119 I 10 IDA","Soci&amp;#233;t&amp;#233; des AnciensEtablissements L GEISMAR",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00006068,Africa
15798,"P079736 - 3A-CEMAC Transp Transit Facil (FY07)","DAO N 119 I 10 IDA","Soci&amp;#233;t&amp;#233; des AnciensEtablissements L GEISMAR",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00006068,Africa
15799,"P079736 - 3A-CEMAC Transp Transit Facil (FY07)","DAO N 118 I 10 IDA","ITB-TRADETECH SA",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00006069,Africa
15800,"P079736 - 3A-CEMAC Transp Transit Facil (FY07)","DAO N 118 I 10 IDA","ITB-TRADETECH SA",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00006069,Africa
15801,"P079736 - 3A-CEMAC Transp Transit Facil (FY07)","DAO N 118 I 10 IDA","BERNABE CAMEROUN",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00006069,Africa
15802,"P079736 - 3A-CEMAC Transp Transit Facil (FY07)","DAO N 118 I 10 IDA",PROMETAL,rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00006069,Africa
15803,"P079736 - 3A-CEMAC Transp Transit Facil (FY07)","DAO N 118 I 10 IDA","Groupement BIOETHICCANOVA SPA",rejected,http://search.worldbank.org/wcontractawards/procdetails/OP00006069,Africa
15804,"P079736 - 3A-CEMAC Transp Transit Facil (FY07)","Contrat n&amp;#176; 500/MINTP/CSPM PRBAD-BM/2009","CESIA INTERNQTIONAL",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00006883,Africa
15805,"P079736 - 3A-CEMAC Transp Transit Facil (FY07)","N&amp;#176; 379/MINTP/CSPM-PR BAD-BM/2009","ABARLOA2 A.I.E",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00006882,Africa
15806,"P079736 - 3A-CEMAC Transp Transit Facil (FY07)","N&amp;#176; 379/MINTP/CSPM-PR BAD-BM/2009","GERMACOR INTERNATIONAL 3125",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00006882,Africa
15807,"P079736 - 3A-CEMAC Transp Transit Facil (FY07)","354/MINTP/CSPM PRBAD-BM/2009","CONSTRUTORA ANDRADEGUTIERREZ/ZAGOPE",awarded,http://search.worldbank.org/wcontractawards/procdetails/OP00006881,Africa
15808,"P079736 - 3A-CEMAC Transp Transit Facil (FY07)","354/MINTP/CSPM PRBAD-BM/2009","ARAB CONTRACTORSCAIRE # EGYPTE",evaluated,http://search.worldbank.org/wcontractawards/procdetails/OP00006881,Africa
